second,Volt,Volt
x,1,2
-141.0000E-03,-4.0201005E+00,-5.3869346E+00
-140.7500E-03,-4.1809045E+00,-5.4371859E+00
-140.5000E-03,-4.2613065E+00,-5.4924623E+00
-140.2500E-03,-4.3366834E+00,-5.5477386E+00
-140.0000E-03,-4.4221105E+00,-5.6281406E+00
-139.7500E-03,-4.5025125E+00,-5.6432160E+00
-139.5000E-03,-4.5829145E+00,-5.6281406E+00
-139.2500E-03,-4.6633165E+00,-5.6281406E+00
-139.0000E-03,-4.7437185E+00,-5.6281406E+00
-138.7500E-03,-4.8241206E+00,-5.6281406E+00
-138.5000E-03,-4.9045226E+00,-5.6633165E+00
-138.2500E-03,-4.9849246E+00,-5.6281406E+00
-138.0000E-03,-5.0653266E+00,-5.6482411E+00
-137.7500E-03,-5.1457286E+00,-5.6281406E+00
-137.5000E-03,-5.2261306E+00,-5.6281406E+00
-137.2500E-03,-5.3065326E+00,-5.6783919E+00
-137.0000E-03,-5.3869346E+00,-5.6482411E+00
-136.7500E-03,-5.4572864E+00,-5.6331658E+00
-136.5000E-03,-5.5477386E+00,-5.6281406E+00
-136.2500E-03,-5.6080401E+00,-5.6281406E+00
-136.0000E-03,-5.6934673E+00,-5.6281406E+00
-135.7500E-03,-5.7085427E+00,-5.6633165E+00
-135.5000E-03,-5.7889447E+00,-5.7085427E+00
-135.2500E-03,-5.8040200E+00,-5.6432160E+00
-135.0000E-03,-5.8693467E+00,-5.6281406E+00
-134.7500E-03,-5.9497487E+00,-5.6281406E+00
-134.5000E-03,-6.0301507E+00,-5.6281406E+00
-134.2500E-03,-6.1105527E+00,-5.6281406E+00
-134.0000E-03,-6.1105527E+00,-5.6281406E+00
-133.7500E-03,-6.2211055E+00,-5.6733668E+00
-133.5000E-03,-6.2512562E+00,-5.6281406E+00
-133.2500E-03,-6.2713567E+00,-5.6281406E+00
-133.0000E-03,-6.3517587E+00,-5.6281406E+00
-132.7500E-03,-6.3618090E+00,-5.6281406E+00
-132.5000E-03,-6.4321607E+00,-5.6281406E+00
-132.2500E-03,-6.5125627E+00,-5.6281406E+00
-132.0000E-03,-6.5175879E+00,-5.6281406E+00
-131.7500E-03,-6.5678391E+00,-5.6281406E+00
-131.5000E-03,-6.6180904E+00,-5.6281406E+00
-131.2500E-03,-6.6733668E+00,-5.7035175E+00
-131.0000E-03,-6.6733668E+00,-5.6281406E+00
-130.7500E-03,-6.7537688E+00,-5.6281406E+00
-130.5000E-03,-6.7537688E+00,-5.6281406E+00
-130.2500E-03,-6.8341708E+00,-5.6281406E+00
-130.0000E-03,-6.8341708E+00,-5.6281406E+00
-129.7500E-03,-6.8341708E+00,-5.6281406E+00
